TABLA 1;;;TABLA 2;;;;;;;;;;;;;;;;
99;;;349;;;;;;;;;;;;;;;;
91;340;1;92;44;14;;;;;;;;;;;;;;
92;341;1;93;-9;38;;;;;;;;;;;;;;
93;342;1;94;-9;39;;;;;;;;;;;;;;
94;343;2;95;-9;45;;;;;;;;;;;;;;
95;345;1;96;46;1;;;;;;;;;;;;;;
96;346;1;97;47;19;;;;;;;;;;;;;;
97;347;1;98;48;1;;;;;;;;;;;;;;
98;348;2;99;-10;38;;;;;;;;;;;;;;
;;;100;-10;39;;;;;;;;;;;;;;
;;;101;-10;45;;;;;;;;;;;;;;
;;;102;50;5;;;;;;;;;;;;;;
;;;103;51;17;;;;;;;;;;;;;;
;;;104;52;5;;;;;;;;;;;;;;
;;;105;53;21;;;;;;;;;;;;;;
;;;106;54;9;;;;;;;;;;;;;;
;;;107;55;19;;;;;;;;;;;;;;
;;;108;-11;38;;;;;;;;;;;;;;
;;;109;-11;39;;;;;;;;;;;;;;
;;;110;-11;45;;;;;;;;;;;;;;
;;;111;57;9;;;;;;;;;;;;;;
;;;112;58;14;;;;;;;;;;;;;;
;;;113;-12;38;;;;;;;;;;;;;;
;;;114;-12;39;;;;;;;;;;;;;;
;;;115;-12;45;;;;;;;;;;;;;;
;;;116;59;16;;;;;;;;;;;;;;
;;;117;-13;38;;;;;;;;;;;;;;
;;;118;-13;42;;;;;;;;;;;;;;
;;;119;-13;45;;;;;;;;;;;;;;
;;;120;61;1;;;;;;;;;;;;;;
;;;121;62;19;;;;;;;;;;;;;;
;;;122;63;9;;;;;;;;;;;;;;
;;;123;-14;38;;;;;;;;;;;;;;
;;;124;-14;45;;;;;;;;;;;;;;
;;;125;64;1;;;;;;;;;;;;;;
;;;126;65;2;;;;;;;;;;;;;;
;;;127;66;12;;;;;;;;;;;;;;
;;;128;67;5;;;;;;;;;;;;;;
;;;129;68;20;;;;;;;;;;;;;;
;;;130;-15;38;;;;;;;;;;;;;;
;;;131;-15;45;;;;;;;;;;;;;;
;;;132;-15;46;;;;;;;;;;;;;;
;;;133;70;1;;;;;;;;;;;;;;
;;;134;70;2;;;;;;;;;;;;;;
;;;135;70;3;;;;;;;;;;;;;;
;;;136;70;4;;;;;;;;;;;;;;
;;;137;70;5;;;;;;;;;;;;;;
;;;138;70;6;;;;;;;;;;;;;;
;;;139;70;7;;;;;;;;;;;;;;
;;;140;70;8;;;;;;;;;;;;;;
;;;141;70;9;;;;;;;;;;;;;;
;;;142;70;10;;;;;;;;;;;;;;
;;;143;70;11;;;;;;;;;;;;;;
;;;144;70;12;;;;;;;;;;;;;;
;;;145;70;13;;;;;;;;;;;;;;
;;;146;70;14;;;;;;;;;;;;;;
;;;147;70;15;;;;;;;;;;;;;;
;;;148;70;16;;;;;;;;;;;;;;
;;;149;70;17;;;;;;;;;;;;;;
;;;150;70;18;;;;;;;;;;;;;;
;;;151;70;19;;;;;;;;;;;;;;
;;;152;70;20;;;;;;;;;;;;;;
;;;153;70;21;;;;;;;;;;;;;;
;;;154;70;22;;;;;;;;;;;;;;
;;;155;70;23;;;;;;;;;;;;;;
;;;156;70;24;;;;;;;;;;;;;;
;;;157;70;25;;;;;;;;;;;;;;
;;;158;70;26;;;;;;;;;;;;;;
;;;159;70;27;;;;;;;;;;;;;;
;;;160;70;1;;;;;;;;;;;;;;
;;;161;70;2;;;;;;;;;;;;;;
;;;162;70;3;;;;;;;;;;;;;;
;;;163;70;4;;;;;;;;;;;;;;
;;;164;70;5;;;;;;;;;;;;;;
;;;165;70;6;;;;;;;;;;;;;;
;;;166;70;7;;;;;;;;;;;;;;
;;;167;70;8;;;;;;;;;;;;;;
;;;168;70;9;;;;;;;;;;;;;;
;;;169;70;10;;;;;;;;;;;;;;
;;;170;70;11;;;;;;;;;;;;;;
;;;171;70;12;;;;;;;;;;;;;;
;;;172;70;13;;;;;;;;;;;;;;
;;;173;70;14;;;;;;;;;;;;;;
;;;174;70;15;;;;;;;;;;;;;;
;;;175;70;16;;;;;;;;;;;;;;
;;;176;70;17;;;;;;;;;;;;;;
;;;177;70;18;;;;;;;;;;;;;;
;;;178;70;19;;;;;;;;;;;;;;
;;;179;70;20;;;;;;;;;;;;;;
;;;180;70;21;;;;;;;;;;;;;;
;;;181;70;22;;;;;;;;;;;;;;
;;;182;70;23;;;;;;;;;;;;;;
;;;183;70;24;;;;;;;;;;;;;;
;;;184;70;25;;;;;;;;;;;;;;
;;;185;70;26;;;;;;;;;;;;;;
;;;186;70;27;;;;;;;;;;;;;;
;;;187;70;28;;;;;;;;;;;;;;
;;;188;70;29;;;;;;;;;;;;;;
;;;189;70;30;;;;;;;;;;;;;;
;;;190;70;31;;;;;;;;;;;;;;
;;;191;70;32;;;;;;;;;;;;;;
;;;192;70;33;;;;;;;;;;;;;;
;;;193;70;34;;;;;;;;;;;;;;
;;;194;70;35;;;;;;;;;;;;;;
;;;195;70;36;;;;;;;;;;;;;;
;;;196;70;37;;;;;;;;;;;;;;
;;;197;-16;38;;;;;;;;;;;;;;
;;;198;-16;44;;;;;;;;;;;;;;
;;;199;-16;45;;;;;;;;;;;;;;
;;;200;-16;57;;;;;;;;;;;;;;
;;;201;71;28;;;;;;;;;;;;;;
;;;202;71;29;;;;;;;;;;;;;;
;;;203;71;30;;;;;;;;;;;;;;
;;;204;71;31;;;;;;;;;;;;;;
;;;205;71;32;;;;;;;;;;;;;;
;;;206;71;33;;;;;;;;;;;;;;
;;;207;71;34;;;;;;;;;;;;;;
;;;208;71;35;;;;;;;;;;;;;;
;;;209;71;36;;;;;;;;;;;;;;
;;;210;71;37;;;;;;;;;;;;;;
;;;211;-17;38;;;;;;;;;;;;;;
;;;212;-17;44;;;;;;;;;;;;;;
;;;213;-17;45;;;;;;;;;;;;;;
;;;214;-17;57;;;;;;;;;;;;;;
;;;215;72;1;;;;;;;;;;;;;;
;;;216;72;2;;;;;;;;;;;;;;
;;;217;72;3;;;;;;;;;;;;;;
;;;218;72;4;;;;;;;;;;;;;;
;;;219;72;5;;;;;;;;;;;;;;
;;;220;72;6;;;;;;;;;;;;;;
;;;221;72;7;;;;;;;;;;;;;;
;;;222;72;8;;;;;;;;;;;;;;
;;;223;72;9;;;;;;;;;;;;;;
;;;224;72;10;;;;;;;;;;;;;;
;;;225;72;11;;;;;;;;;;;;;;
;;;226;72;12;;;;;;;;;;;;;;
;;;227;72;13;;;;;;;;;;;;;;
;;;228;72;14;;;;;;;;;;;;;;
;;;229;72;15;;;;;;;;;;;;;;
;;;230;72;16;;;;;;;;;;;;;;
;;;231;72;17;;;;;;;;;;;;;;
;;;232;72;18;;;;;;;;;;;;;;
;;;233;72;19;;;;;;;;;;;;;;
;;;234;72;20;;;;;;;;;;;;;;
;;;235;72;21;;;;;;;;;;;;;;
;;;236;72;22;;;;;;;;;;;;;;
;;;237;72;23;;;;;;;;;;;;;;
;;;238;72;24;;;;;;;;;;;;;;
;;;239;72;25;;;;;;;;;;;;;;
;;;240;72;26;;;;;;;;;;;;;;
;;;241;72;27;;;;;;;;;;;;;;
;;;242;72;28;;;;;;;;;;;;;;
;;;243;72;29;;;;;;;;;;;;;;
;;;244;72;30;;;;;;;;;;;;;;
;;;245;72;31;;;;;;;;;;;;;;
;;;246;72;32;;;;;;;;;;;;;;
;;;247;72;33;;;;;;;;;;;;;;
;;;248;72;34;;;;;;;;;;;;;;
;;;249;72;35;;;;;;;;;;;;;;
;;;250;72;36;;;;;;;;;;;;;;
;;;251;72;37;;;;;;;;;;;;;;
;;;252;72;38;;;;;;;;;;;;;;
;;;253;-18;47;;;;;;;;;;;;;;
;;;254;73;1;;;;;;;;;;;;;;
;;;255;73;2;;;;;;;;;;;;;;
;;;256;73;3;;;;;;;;;;;;;;
;;;257;73;4;;;;;;;;;;;;;;
;;;258;73;5;;;;;;;;;;;;;;
;;;259;73;6;;;;;;;;;;;;;;
;;;260;73;7;;;;;;;;;;;;;;
;;;261;73;8;;;;;;;;;;;;;;
;;;262;73;9;;;;;;;;;;;;;;
;;;263;73;10;;;;;;;;;;;;;;
;;;264;73;11;;;;;;;;;;;;;;
;;;265;73;12;;;;;;;;;;;;;;
;;;266;73;13;;;;;;;;;;;;;;
;;;267;73;14;;;;;;;;;;;;;;
;;;268;73;15;;;;;;;;;;;;;;
;;;269;73;16;;;;;;;;;;;;;;
;;;270;73;17;;;;;;;;;;;;;;
;;;271;73;18;;;;;;;;;;;;;;
;;;272;73;19;;;;;;;;;;;;;;
;;;273;73;20;;;;;;;;;;;;;;
;;;274;73;21;;;;;;;;;;;;;;
;;;275;73;22;;;;;;;;;;;;;;
;;;276;73;23;;;;;;;;;;;;;;
;;;277;73;24;;;;;;;;;;;;;;
;;;278;73;25;;;;;;;;;;;;;;
;;;279;73;26;;;;;;;;;;;;;;
;;;280;73;27;;;;;;;;;;;;;;
;;;281;73;28;;;;;;;;;;;;;;
;;;282;73;29;;;;;;;;;;;;;;
;;;283;73;30;;;;;;;;;;;;;;
;;;284;73;31;;;;;;;;;;;;;;
;;;285;73;32;;;;;;;;;;;;;;
;;;286;73;33;;;;;;;;;;;;;;
;;;287;73;34;;;;;;;;;;;;;;
;;;288;73;35;;;;;;;;;;;;;;
;;;289;73;36;;;;;;;;;;;;;;
;;;290;73;37;;;;;;;;;;;;;;
;;;291;73;38;;;;;;;;;;;;;;
;;;292;-19;41;;;;;;;;;;;;;;
;;;293;-20;38;;;;;;;;;;;;;;
;;;294;-20;45;;;;;;;;;;;;;;
;;;295;71;28;;;;;;;;;;;;;;
;;;296;71;29;;;;;;;;;;;;;;
;;;297;71;30;;;;;;;;;;;;;;
;;;298;71;31;;;;;;;;;;;;;;
;;;299;71;32;;;;;;;;;;;;;;
;;;300;71;33;;;;;;;;;;;;;;
;;;301;71;34;;;;;;;;;;;;;;
;;;302;71;35;;;;;;;;;;;;;;
;;;303;71;36;;;;;;;;;;;;;;
;;;304;71;37;;;;;;;;;;;;;;
;;;305;-21;38;;;;;;;;;;;;;;
;;;306;-21;45;;;;;;;;;;;;;;
;;;307;-22;38;;;;;;;;;;;;;;
;;;308;-22;45;;;;;;;;;;;;;;
;;;309;-23;38;;;;;;;;;;;;;;
;;;310;-23;45;;;;;;;;;;;;;;
;;;311;-24;38;;;;;;;;;;;;;;
;;;312;-24;45;;;;;;;;;;;;;;
;;;313;-25;38;;;;;;;;;;;;;;
;;;314;-25;45;;;;;;;;;;;;;;
;;;315;-26;38;;;;;;;;;;;;;;
;;;316;-26;45;;;;;;;;;;;;;;
;;;317;81;54;;;;;;;;;;;;;;
;;;318;-27;38;;;;;;;;;;;;;;
;;;319;-27;45;;;;;;;;;;;;;;
;;;320;-28;38;;;;;;;;;;;;;;
;;;321;-28;45;;;;;;;;;;;;;;
;;;322;83;54;;;;;;;;;;;;;;
;;;323;-29;38;;;;;;;;;;;;;;
;;;324;-29;45;;;;;;;;;;;;;;
;;;325;-30;38;;;;;;;;;;;;;;
;;;326;-30;45;;;;;;;;;;;;;;
;;;327;85;54;;;;;;;;;;;;;;
;;;328;-31;38;;;;;;;;;;;;;;
;;;329;-31;45;;;;;;;;;;;;;;
;;;330;-32;38;;;;;;;;;;;;;;
;;;331;-32;45;;;;;;;;;;;;;;
;;;332;-33;38;;;;;;;;;;;;;;
;;;333;-33;45;;;;;;;;;;;;;;
;;;334;-34;38;;;;;;;;;;;;;;
;;;335;-34;45;;;;;;;;;;;;;;
;;;336;-35;38;;;;;;;;;;;;;;
;;;337;-35;45;;;;;;;;;;;;;;
;;;338;-36;38;;;;;;;;;;;;;;
;;;339;-36;45;;;;;;;;;;;;;;
;;;340;92;12;;;;;;;;;;;;;;
;;;341;93;20;;;;;;;;;;;;;;
;;;342;94;5;;;;;;;;;;;;;;
;;;343;-37;38;;;;;;;;;;;;;;
;;;344;-37;45;;;;;;;;;;;;;;
;;;345;96;19;;;;;;;;;;;;;;
;;;346;97;22;;;;;;;;;;;;;;
;;;347;98;5;;;;;;;;;;;;;;
;;;348;-38;38;;;;;;;;;;;;;;
;;;349;-38;45;;;;;;;;;;;;;;
